COD_STRUTTURA_OD,COD_STRUTTURA,COD_REGIONE,COD_ASL,STRUTTURA,PARTITA_IVA,SITO_WEB,E_MAIL,COD_COMUNE,COMUNE,INDIRIZZO,CAP,TELEFONO,FAX,COD_TIPO_ASSISTENZA,ASSISTENZA,COD_TIPO_RAPPORTO,TIPO_RAPPORTO,TIPO_STRUTTURA,LATITUDINE_P,LONGITUDINE_P,LATITUDINE_V,LONGITUDINE_V
STR042101100101S03,100101,42,101,PRESIDIO OSPEDALIERO S.MARIA DEL CARMINE,1429410226.0,www.apss.tn.it, ,22161,ROVERETO,CORSO VERONA  4,38068,464403218,0464404523,S03,ATTIVITA` DI LABORATORIO,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.8818,11.0407,45.8818,11.0407
STR042101100102S05,100102,42,101,CENTRO SALUTE MENTALE ROVERETO,1429410226.0,www.apss.tn.it,alfredo.vivaldelli@apss.tn.it,22161,ROVERETO,P ZZALE S MARIA  6,38068,464403531,0464433612,S05,ASSISTENZA PSICHIATRICA,1,STRUTTURA DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,45.883398,11.042005,45.883398,11.042005
STR042101100103S01,100103,42,101,CENTRO DIALISI ROVERETO,1429410226.0,www.apss.tn.it, ,22161,ROVERETO,CORSO VERONA  4,38068,464403541,0464403209,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,45.8818,11.0407,45.8818,11.0407
STR042101100104S05,100104,42,101,CENTRO DIURNO PSICHIATRICO ROVERETO,1429410226.0,www.apss.tn.it,alfredo.vivaldelli@apss.tn.it,22161,ROVERETO,PIAZZALE S MARIA  6,38068,464403531,0464433612,S05,ASSISTENZA PSICHIATRICA,1,STRUTTURA DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.883398,11.042005,45.883398,11.042005
STR042101100105S05,100105,42,101,GRUPPO APPARTAMENTO PROTETTO ROVERETO,nan,www.apss.tn.it, ,22161,ROVERETO,VIA BENACENSE  17,38068,464422944, ,S05,ASSISTENZA PSICHIATRICA,1,STRUTTURA DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.8822992,11.0387709,45.8822992,11.0387709
STR042101100106S01,100106,42,101,NEUROPSICHIATRIA INFANTILE - UONPI 2,1429410226.0,www.apss.tn.it,npi.rovereto@apss.tn.it,22161,ROVERETO,PIAZZALE S MARIA  6,38068,464403523,0464403516,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,45.883398,11.042005,45.883398,11.042005
STR042101100107S01,100107,42,101,UNITA' OPERATIVA N.2 DI PSICOLOGIA,1429410226.0,www.apss.tn.it,giuseppe.vivaldelli@apss.tn.it,22161,ROVERETO,P ZZA LEONI  11/A,38068,464403735,0464403748,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,45.887888,11.038134,45.887888,11.038134
STR042101100108S09,100108,42,101,CENTRO DIURNO PER ANZIANI - LA CASA - ROVERETO,1186250229.0, ,federica.dallaporta@cooplacasa.it,22161,ROVERETO,VIA S MARIA  95,38068,3466120400,0464490125,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.884757,11.04349,45.884757,11.04349
STR042101100201S01,100201,42,101,PRESIDIO OSPEDALIERO DI ALA,1429410226.0,www.apss.tn.it,silvano.zanoni@apss.tn.it,22001,ALA,PIAZZA S GIOVANNI XXIII  13,38061,464675856,0464675860,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.756172,11.000795,45.756172,11.000795
STR042101100201S02,100201,42,101,PRESIDIO OSPEDALIERO DI ALA,1429410226.0,www.apss.tn.it,silvano.zanoni@apss.tn.it,22001,ALA,PIAZZA S GIOVANNI XXIII  13,38061,464675856,0464675860,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.756172,11.000795,45.756172,11.000795
STR042101100201S03,100201,42,101,PRESIDIO OSPEDALIERO DI ALA,1429410226.0,www.apss.tn.it,silvano.zanoni@apss.tn.it,22001,ALA,PIAZZA S GIOVANNI XXIII  13,38061,464675856,0464675860,S03,ATTIVITA` DI LABORATORIO,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.756172,11.000795,45.756172,11.000795
STR042101100202S05,100202,42,101,COMUNITA' TERAPEUTICA RESIDENZIALE ALA,1429410226.0,www.apss.tn.it, ,22001,ALA,PIAZZA GIOVANNI XXIII  13,38061,464675851, ,S05,ASSISTENZA PSICHIATRICA,1,STRUTTURA DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.756172,11.000795,45.756172,11.000795
STR042101100205S09,100205,42,101,CENTRO DIURNO PER ANZIANI - ALA,2206530228.0, ,servizio.sociale@comunitàdellavallagarina.tn.it,22001,ALA,PIAZZA GIOVANNI XXIII  2 4,38061,464484252,0464498063,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.7568166,11.0013118,45.7568166,11.0013118
STR042101100301S01,100301,42,101,CERIN (CENTRO RIABILITAZIONE NEUROCOGNITIVA),340520220.0,http://portale.unitn.it/centre/cimec/cerin.htm,cerin@cimec.unitn.it,22161,ROVERETO,VIA  MATTEO DEL BEN  5,38060,464808152,0464808150,S01,ATTIVITA` CLINICA,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.892397,11.03569,45.892397,11.03569
STR042101100701S01,100701,42,101,CASA DI CURA SOLATRIX S.P.A.,311150221.0,www.casadicurasolatrix.it,info@casadicurasolatrix.it,22161,ROVERETO,VIA BELLINI  11,38068,464491111,0464491345,S01,ATTIVITA` CLINICA,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.898984,11.045548,45.898984,11.045548
STR042101100701S02,100701,42,101,CASA DI CURA SOLATRIX S.P.A.,311150221.0,www.casadicurasolatrix.it,info@casadicurasolatrix.it,22161,ROVERETO,VIA BELLINI  11,38068,464491111,0464491345,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.898984,11.045548,45.898984,11.045548
STR042101100701S03,100701,42,101,CASA DI CURA SOLATRIX S.P.A.,311150221.0,www.casadicurasolatrix.it,info@casadicurasolatrix.it,22161,ROVERETO,VIA BELLINI  11,38068,464491111,0464491345,S03,ATTIVITA` DI LABORATORIO,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.898984,11.045548,45.898984,11.045548
STR042101100702S09,100702,42,101,RSAO SOLATRIX,311150221.0,www.casadicurasolatrix.it,info@casadicurasolatrix.it,22161,ROVERETO,VIA BELLINI  11,38068,464491111,0464491345,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.898984,11.045548,45.898984,11.045548
STR042101100703S09,100703,42,101,RSA SOLATRIX - ST GESTIONI SOC.COOP. SOC.,1886630225.0,www.gruppospes.it,info@gruppospes.it,22161,ROVERETO,VIA BELLINI  11,38068,464025511,0461402065,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.898984,11.045548,45.898984,11.045548
STR042101100801S01,100801,42,101,POLIAMBULATORIO ROVERETO,1429410226.0,www.apss.tn.it,silvano.zanoni@apss.tn.it,22161,ROVERETO,VIA S GIOVANNI BOSCO  6,38068,464403631,0464403621,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.892086,11.041274,45.892086,11.041274
STR042101100801S02,100801,42,101,POLIAMBULATORIO ROVERETO,1429410226.0,www.apss.tn.it,silvano.zanoni@apss.tn.it,22161,ROVERETO,VIA S GIOVANNI BOSCO  6,38068,464403631,0464403621,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.892086,11.041274,45.892086,11.041274
STR042101100802S04,100802,42,101,CONSULTORIO FAMILIARE ROVERETO,1429410226.0,www.apss.tn.it, ,22161,ROVERETO,VIA S  GIOVANNI BOSCO  6,38068,464403675,0464403623,S04,ATTIVITA` DI CONSULTORIO MATERNO-INFANTILE,1,STRUTTURA DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,45.892086,11.041274,45.892086,11.041274
STR042101100803S03,100803,42,101,MAGI'S LAB S.R.L.,2031100221.0,www.magi-lab.it,management@assomagi.org,22161,ROVERETO,VIA MAIOLICHE  57,38068,464425634,0464425634,S03,ATTIVITA` DI LABORATORIO,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,11.033921,45.882557,11.033921,45.882557
STR042101100900S11,100900,42,101,VILLA MARIA - COOP SOC. -CENTRO RESIDENZIALE DISABILI - LENZIMA,1456720224.0,www.coopvillamaria.it,segreteria@coopvillamaria.it,22098,ISERA,PIAZZA S  MARTINO  2   LENZIMA,38060,464439060,0464421603,S11,ASSISTENZA AI DISABILI PSICHICI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,10.992596,45.87862,10.992596,45.87862
STR042101100901S06,100901,42,101,ASSOCIAZIONE 'VOCE AMICA' O.N.L.U.S.,1376950224.0, ,voceamicatn@libero.it,22222,VILLA LAGARINA,VIA GIARDINI  34,38060,464413736,0464499287,S06,ASSISTENZA PER TOSSICODIPENDENTI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.921786,11.032979,45.921786,11.032979
STR042101100903S06,100903,42,101,ASSOCIAZIONE TRENTINA NUOVI ORIZZONTI ONLUS,94031290227.0,www.nuoviorizzonti.org,nuoviorizzonti.tn@gmail.com,22222,VILLA LAGARINA,LOCALITÀ BELLARIA DI CEI,38060,464800002,0464800002,S06,ASSISTENZA PER TOSSICODIPENDENTI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.95753,11.032133,45.95753,11.032133
STR042101100905S11,100905,42,101,COMUNITA' RESIDENZIALE TEMPORANEA GIRASOLE - ROVERETO,1085050225.0,www.coopgirasole.org,com.residenziale@coopgirasole.org,22161,ROVERETO,VIA FLAIM  3,38068,464437209,0464438914,S11,ASSISTENZA AI DISABILI PSICHICI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.887377,11.039317,45.887377,11.039317
STR042101100906S11,100906,42,101,CENTRO DIURNO SOCIO RIAB. PER DISABILI AUTISMO - AGSAT - TRENTO,1915050221.0, ,info@agsat.org,22205,TRENTO,VIA PALAZZINE   MASO ZANCANELLA,38121,461427544,0461427544,S11,ASSISTENZA AI DISABILI PSICHICI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.87848,11.033609,45.87848,11.033609
STR042101103001S09,103001,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ROVERETO VIA VANNETTI,324870229.0,www.apspvannetti.it,info@apspvannetti.it,22161,ROVERETO,VIA VANNETTI  6,38068,464455000,0464455010,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.889996,11.036813,45.889996,11.036813
STR042101103002S09,103002,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA ROVERETO VIA FEDRIGOTTI,2086700222.0,www.apspvannetti.it,info@apspvannetti.it,22161,ROVERETO,VIA FEDRIGOTTI  7,38068,464406401,0464455010,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.887021,11.019874,45.887021,11.019874
STR042101103003S09,103003,42,101,CENTRO DIURNO PER ANZIANI - VANNETTI - ROVERETO,2086700222.0, ,massimiliano.colombo@apspvannetti.it,22161,ROVERETO,VIA VANNETTI  2,38068,464455006,0464455010,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.889826,11.037437,45.889826,11.037437
STR042101103101S09,103101,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA MORI,323360222.0,www.apsp-cesarebenedetti.it,segreteria@apsp-cesarebenedetti.it,22123,MORI,VIA DEL GARDA  62,38065,464918152,0464918566,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.868975,10.964928,45.868975,10.964928
STR042101103102S09,103102,42,101,CENTRO DIURNO PER ANZIANI - MORI,323360222.0, ,direttore@apsp-cesarebenedetti.it,22123,MORI,VIA DEL GARDA  54,38065,464918152,0464918566,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.868975,10.964928,45.868975,10.964928
STR042101103103S12,103103,42,101,HOSPICE MORI,323360222.0,www.apsp-cesarebenedetti.it,segreteria@apsp-cesarebenedetti.it,22123,MORI,VIA DEL GARDA  54,38065,464918152,0464918566,S12,ASSISTENZA AI MALATI TERMINALI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.868975,10.964928,45.868975,10.964928
STR042101103105S11,103105,42,101,COMUNITA' RESIDENZIALE TEMPORANEA VILLA ARGIA - MORI,476340229.0, ,info@villaargia@libero.it,22123,MORI,VIA DEL GARDA  101,38065,464917116,0464917116,S11,ASSISTENZA AI DISABILI PSICHICI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.853533,10.963059,45.853533,10.963059
STR042101103201S09,103201,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA FOLGARIA,493060222.0,www.casalaner.it,amministrazione@casalaner.it,22087,FOLGARIA,VIA PAPA GIOVANNI XXIII  1,38064,464721174,0464721174,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.919513,11.167603,45.919513,11.167603
STR042101103202S01,103202,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA FOLGARIA - ANB. FKT,493060223.0,www.casalaner.it,amministrazione@casalaner.it,22087,FOLGARIA,VIA P  GIOVANNI XXIII  1,38064,464721174,0464723442,S01,ATTIVITA` CLINICA,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.919513,11.167603,45.919513,11.167603
STR042101103203S09,103203,42,101,CENTRO DIURNO PER ANZIANI - FOLGARIA,493060222.0, ,amministrazione@casalaner.it,22087,FOLGARIA,VIA PAPA GIOVANNI XXIII  1,38064,464721174,0464723442,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.914805,11.1648721,45.914805,11.1648721
STR042101103301S09,103301,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BRENTONICO,382550226.0,www.apspbrentonico.it,info@apspbrentonico.it,22025,BRENTONICO,VIA BALISTA  7 BRENTONICO,38060,464395332,0464395757,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.817434,10.95871,45.817434,10.95871
STR042101103302S01,103302,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA BRENTONICO - AMB. FKT,382550226.0,www.apspbrentonico.it,info@apspbrentonico.it,22025,BRENTONICO,VIA BALISTA  7,38060,464395332,0464395757,S01,ATTIVITA` CLINICA,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.817434,10.95871,45.817434,10.95871
STR042101103303S09,103303,42,101,CENTRO DIURNO PER ANZIANI - BRENTONICO,382550226.0, ,direttore@apspbrentonico.it,22025,BRENTONICO,VIA BALISTA  7,38060,464395332,0464395757,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.817434,10.95871,45.817434,10.95871
STR042101103401S09,103401,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA AVIO,1124240225.0,www.apspavio.it,amministrazione@apspavio.it,22007,AVIO,VIA CAMPAGNOLA  5,38063,464688011,0464688193,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.733699,10.937465,45.733699,10.937465
STR042101103402S09,103402,42,101,CENTRO DIURNO PER ANZIANI - AVIO,1124240225.0, ,direttore@apspavio.it,22007,AVIO,VIA CAMPAGNOLA  5,38063,464688023,0464688193,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.733699,10.937465,45.733699,10.937465
STR042101103501S09,103501,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA NOMI,338730229.0,www.operaromani.it,info@operaromani.it,22128,NOMI,VIA ROMA  21,38060,464839325,0464839434,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.9295,11.0729,45.9295,11.0729
STR042101103502S09,103502,42,101,CENTRO DIURNO PER ANZIANI - NOMI,338730229.0, ,info@operaromani.it,22128,NOMI,VIA ROMA  21,38060,464839422,0464839434,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.9295,11.0729,45.9295,11.0729
STR042101103601S09,103601,42,101,RSA PICCOLE SUORE S.FAMIGLIA - ROVERETO,427050232.0,www.pssf.it,casasacrafamiglia.rovereto@pssf.it,22161,ROVERETO,VIA SAIBANTI 6/B,38068,464430021,0464438374,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.939691,11.049042,45.939691,11.049042
STR042101103602S09,103602,42,101,CENTRO DIURNO ALZHEIMER - ROVERETO,427050232.0, ,casasacrafamiglia.rovereto@pssf,22161,ROVERETO,VIA SAIBANTI  6/B,38068,464430021,0464438374,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA SEMIRESIDENZIALE,45.939691,11.049042,45.939691,11.049042
STR042101103701S09,103701,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VALLARSA,516590221.0,www.apspvallarsa.it,csa.vallarsa@tin.it,22210,VALLARSA,FRAZIONE CORTE  1,38060,464869145,0464869145,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,45.782714,11.11413,45.782714,11.11413
STR042101103702S01,103702,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VALLARSA - AMB. FKT,516590221.0, ,csa.vallarsa@tin.it,22210,VALLARSA,FRAZIONE CORTE  1,38060,464869145,0464869145,S01,ATTIVITA` CLINICA,2,STRUTTURA NON DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,45.782714,11.11413,45.782714,11.11413
STR042101110101S01,110101,42,101,DISTRETTO LADINO DI FASSA-POLIAMBULATORIO POZZA DI FASSA,1429410226.0,www.apss.tn.it,marisa.murer@apss.tn.it,22145,POZZA DI FASSA,STRADA DI PRÉ DE GEJIA  4,38036,462761000,0462761042,S01,ATTIVITA` CLINICA,1,STRUTTURA DIRETTAMENTE GESTITA,AMBULATORIO E LABORATORIO,46.423312,11.678813,46.423312,11.678813
STR042101110102S09,110102,42,101,AZIENDA PUBBLICA SERVIZI ALLA PERSONA - RSA VIGO DI FASSA,964540223.0,www.apspfassa.it,info@apspfassa.it,22217,VIGO DI FASSA,STRADA DI PRÈ DE LEJIA  12,38039,462760240,0462760249,S09,ASSISTENZA AGLI ANZIANI,2,STRUTTURA NON DIRETTAMENTE GESTITA,STRUTTURA RESIDENZIALE,46.422655,11.678591,46.422655,11.678591
STR042101110211S08,110211,42,101,SOCIETA' TERME DOLOMIA S.R.L.,1167750221.0,www.termedolomia.it,info@termedolomia.it,22145,POZZA DI FASSA,STRADA DOLOMITES  58,38036,462762567,0462763232,S08,ASSISTENZA IDROTERMALE,2,STRUTTURA NON DIRETTAMENTE GESTITA,ALTRO TIPO DI STRUTTURA TERRITORIALE,46.423947,11.686748,46.423947,11.686748
