COD_TIPO_RAPPORTO,TIPO_RAPPORTO,COD_PRESTAZIONE,DESC_PRESTAZIONE,ANNO,NUMERO
1,STRUTTURA DIRETTAMENTE GESTITA,8911,TONOMETRIA,2017,46
1,STRUTTURA DIRETTAMENTE GESTITA,8912,STUDIO DELLA FUNZIONE NASALE RINOMANOMETRIA,2017,414
1,STRUTTURA DIRETTAMENTE GESTITA,8913,VISITA NEUROLOGICA,2017,8002
1,STRUTTURA DIRETTAMENTE GESTITA,8914,ELETTROENCEFALOGRAMMA ELETTROENCEFALOGRAMMA STANDARD E CON SENSIBILIZZAZIONE (STIMOLAZIONE LUMINOSA,2017,2739
1,STRUTTURA DIRETTAMENTE GESTITA,89141,ELETTROENCEFALOGRAMMA CON SONNO FARMACOLOGICO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89142,ELETTROENCEFALOGRAMMA CON PRIVAZIONE DEL SONNO,2017,443
1,STRUTTURA DIRETTAMENTE GESTITA,89151,POTENZIALI EVOCATI ACUSTICI,2017,586
1,STRUTTURA DIRETTAMENTE GESTITA,89153,POTENZIALI EVOCATI MOTORI ARTO SUPERIORE O INFERIORE INCLUSO: EEG,2017,361
1,STRUTTURA DIRETTAMENTE GESTITA,89154,POTENZIALI EVOCATI SOMATO-SENSORIALI PER NERVO O DERMATOMERO INCLUSO: EEG,2017,560
1,STRUTTURA DIRETTAMENTE GESTITA,89157,POLIGRAFIA DINAMICA AMBULATORIALE ESCLUSO: TEST NEUROFISIOLOGICI PER LA VALUTAZIONE DEL SISTEMA NERV,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,89158,POTENZIALI EVOCATI UDITIVI PER RICERCA DI SOGLIA,2017,78
1,STRUTTURA DIRETTAMENTE GESTITA,8917,POLISONNOGRAMMA DIURNO O NOTTURNO  E CON METODI SPECIALI,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89171,MONITORAGGIO NOTTURNO CARDIORESPITARORIO RIDOTTO PER  OSAS,2017,11
1,STRUTTURA DIRETTAMENTE GESTITA,89172,MONITORAGGIO NOTTURNO CARDIORESPIRATORIO COMPLETO PER OSAS,2017,284
1,STRUTTURA DIRETTAMENTE GESTITA,89173,POLISONNOGRAFIA NOTTURNA CON SISTEMA PORTATILE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89174,POLISONNOGRAFIA NOTTURNA IN LABORATORIO,2017,11
1,STRUTTURA DIRETTAMENTE GESTITA,89181,TEST POLISONNOGRAFICI DEL LIVELLO DI VIGILANZA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,89191,ELETTROENCEFALOGRAMMA CON VIDEOREGISTRAZIONE,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,8922,CISTOMETROGRAFIA CISTOMANOMETRIA,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,8923,ELETTROMIOGRAFIA DELLO SFINTERE URETRALE,2017,106
1,STRUTTURA DIRETTAMENTE GESTITA,8924,UROFLUSSOMETRIA,2017,2169
1,STRUTTURA DIRETTAMENTE GESTITA,89241,VALUTAZIONE NON INVASIVA DEL RISTAGNO POST MINZIONALE (BLADDER SCANNER),2017,475
1,STRUTTURA DIRETTAMENTE GESTITA,8925,PROFILO PRESSORIO URETRALE,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,8926,"VISITA GINECOLOGICA VISITA  OSTETRICO-GINECOLOGICA/ANDROLOGICA, ESAME PELVICO",2017,3982
1,STRUTTURA DIRETTAMENTE GESTITA,89261,"PRIMA VISITA GINECOLOGICA. INCLUSO: EVENTUALE ADDESTRAMENTO ALL’USO DEL DIAFRAMMA VAGINALE, EVENTUAL",2017,10902
1,STRUTTURA DIRETTAMENTE GESTITA,89262,"VISITA GINECOLOGICA DI CONTROLLO. INCLUSO: EVENTUALE RIMOZIONE CONTRACCETTIVO INTRAUTERINO, EVENTUAL",2017,4215
1,STRUTTURA DIRETTAMENTE GESTITA,89263,PRIMA VISITA OSTETRICA. NON ASSOCIABILE A 89.26.1,2017,2686
1,STRUTTURA DIRETTAMENTE GESTITA,89264,VISITA OSTETRICA DI CONTROLLO. NON ASSOCIABILE 89.26.2,2017,5777
1,STRUTTURA DIRETTAMENTE GESTITA,89265,VALUTAZIONE DELL’INFERTILITÀ DI COPPIA (1° COLLOQUIO),2017,367
1,STRUTTURA DIRETTAMENTE GESTITA,89266,VALUTAZIONE DELL’INFERTILITÀ DI COPPIA (2° COLLOQUIO),2017,351
1,STRUTTURA DIRETTAMENTE GESTITA,89267,"VISITA GINECOLOGICA PER PROCEDURA PMA, INCLUSA ECOGRAFIA OVARICA - CICLO FINO A 4 VALUTAZIONI",2017,229
1,STRUTTURA DIRETTAMENTE GESTITA,89268,PRIMO COLLOQUIO PERCORSO NASCITA,2017,1738
1,STRUTTURA DIRETTAMENTE GESTITA,89269,CONTROLLO OSTETRICO PERCORSO NASCITA,2017,6960
1,STRUTTURA DIRETTAMENTE GESTITA,8932,MANOMETRIA ESOFAGEA,2017,24
1,STRUTTURA DIRETTAMENTE GESTITA,89371,SPIROMETRIA SEMPLICE,2017,7322
1,STRUTTURA DIRETTAMENTE GESTITA,89372,SPIROMETRIA GLOBALE,2017,6203
1,STRUTTURA DIRETTAMENTE GESTITA,89373,SPIROMETRIA SEPARATA DEI DUE POLMONI (METODICA DI ARNAUD),2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89374,TEST DI BRONCODILATAZIONE FARMACOLOGICA SPIROMETRIA BASALE E DOPO SOMMINISTRAZIONE DI FARMACO,2017,2247
1,STRUTTURA DIRETTAMENTE GESTITA,89375,PROVA BRONCODINAMICA CON BRONCOCOSTRITTORE SPECIFICO O ASPECIFICO CURVA DOSE-RISPOSTA SPIROMETRIA DI,2017,331
1,STRUTTURA DIRETTAMENTE GESTITA,89376,PROVA BRONCODINAMICA CON BRONCOCOSTRITTORE SPECIFICO  SINGOLO STIMOLO SPIROMETRIA DI BASE E SPIROMET,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89381,RESISTENZE DELLE VIE AEREE  ESCLUSO: SPIROMETRIA,2017,103
1,STRUTTURA DIRETTAMENTE GESTITA,89382,SPIROMETRIA GLOBALE CON TECNICA PLETISMOGRAFICA,2017,1014
1,STRUTTURA DIRETTAMENTE GESTITA,89383,DIFFUSIONE ALVEOLO-CAPILLARE  DEL CO,2017,2500
1,STRUTTURA DIRETTAMENTE GESTITA,89384,COMPLIANCE POLMONARE STATICA E DINAMICA,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89385,DETERMINAZIONE DEL PATTERN RESPIRATORIO A RIPOSO,2017,111
1,STRUTTURA DIRETTAMENTE GESTITA,89386,VALUTAZIONE DELLA VENTILAZIONE E DEI GAS ESPIRATI E RELATIVI PARAMETRI,2017,92
1,STRUTTURA DIRETTAMENTE GESTITA,89387,DETERMINAZIONE DELLE MASSIME PRESSIONI INSPIRATORIE ED ESPIRATORIE O TRANSDIAFRAMMATICHE,2017,33
1,STRUTTURA DIRETTAMENTE GESTITA,89389,DETERMINAZIONE DELLA P O.1,2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,89391,OSSERVAZIONE DERMATOLOGICA IN EPILUMINESCENZA,2017,3155
1,STRUTTURA DIRETTAMENTE GESTITA,89392,OSSERVAZIONE DERMATOLOGICA IN EPIDIASCOPIA,2017,652
1,STRUTTURA DIRETTAMENTE GESTITA,89393,VALUTAZIONE DELLA SOGLIA DI SENSIBILITA' VIBRATORIA,2017,561
1,STRUTTURA DIRETTAMENTE GESTITA,8941,TEST CARDIOVASCOLARE DA SFORZO CON PEDANA MOBILE ESCLUSO: PROVA DA SFORZO CARDIORESPIRATORIO (89.44.,2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,8942,TEST DA SFORZO DEI DUE GRADINI DI MASTERS,2017,1022
1,STRUTTURA DIRETTAMENTE GESTITA,8943,TEST CARDIOVASCOLARE DA SFORZO CON CICLOERGOMETRO ESCLUSO: PROVA DA SFORZO CARDIORESPIRATORIO (89.44,2017,11461
1,STRUTTURA DIRETTAMENTE GESTITA,8944,ALTRI TEST CARDIOVASCOLARI DA SFORZO TEST DA SFORZO AL TALLIO CON O SENZA STIMOLATORE TRANSESOFAGEO,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89441,"PROVA DA SFORZO CARDIORESPIRATORIO  ECG, ANALISI GAS RESPIRATORI, DETERMINAZIONE DELLA VENTILAZIONE,",2017,81
1,STRUTTURA DIRETTAMENTE GESTITA,89442,TEST DEL CAMMINO,2017,373
1,STRUTTURA DIRETTAMENTE GESTITA,89481,CONTROLLO E PROGRAMMAZIONE PACE-MAKER,2017,4037
1,STRUTTURA DIRETTAMENTE GESTITA,8950,ELETTROCARDIOGRAMMA DINAMICO DISPOSITIVI ANALOGICI (HOLTER),2017,3261
1,STRUTTURA DIRETTAMENTE GESTITA,89501,LOOP RECORDER ESTERNO (APPLICAZIONE E LETTURA),2017,42
1,STRUTTURA DIRETTAMENTE GESTITA,8952,ELETTROCARDIOGRAMMA,2017,42429
1,STRUTTURA DIRETTAMENTE GESTITA,8954,MONITORAGGIO ELETTROCARDIOGRAFICO TELEMETRIA ECG CON STUDIO DEI POTENZIALI TARDIVI ESCLUSO: ELETTROC,2017,72
1,STRUTTURA DIRETTAMENTE GESTITA,89541,EVENT RECORDER. MONITORAGGIO ELETTROCARDIOGRAFICO DEGLI EVENTI TRAMITE REGISTRAZIONE,2017,218
1,STRUTTURA DIRETTAMENTE GESTITA,89586,PLETISMOGRAFIA PENIENA A RIPOSO O DOPO PROVA FISICA O FARMACOLOGICA,2017,30
1,STRUTTURA DIRETTAMENTE GESTITA,89591,TEST  CARDIOVASCOLARI PER VALUTAZIONE DI NEUROPATIA AUTONOMICA,2017,6
1,STRUTTURA DIRETTAMENTE GESTITA,89592,HEAD UP TILT TEST,2017,82
1,STRUTTURA DIRETTAMENTE GESTITA,89611,MONITORAGGIO CONTINUO [24 ORE] DELLA PRESSIONE ARTERIOSA,2017,1603
1,STRUTTURA DIRETTAMENTE GESTITA,8962,MONITORAGGIO DELLA PRESSIONE VENOSA CENTRALE,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,89651,EMOGASANALISI ARTERIOSA SISTEMICA EMOGASANALISI DI SANGUE CAPILLARE O ARTERIOSO,2017,1865
1,STRUTTURA DIRETTAMENTE GESTITA,89652,EMOGASANALISI DURANTE RESPIRAZIONE DI O2 AD ALTA CONCENTRAZIONE  TEST DELL' IPEROSSIA,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,89653,EMOGASANALISI DURANTE RESPIRAZIONE DI O2 A BASSA CONCENTRAZIONE TEST DELL' IPOSSIA,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,89654,MONITORAGGIO TRANSCUTANEO DI O2 E CO2,2017,69
1,STRUTTURA DIRETTAMENTE GESTITA,89655,MONITORAGGIO INCRUENTO DELLA SATURAZIONE ARTERIOSA,2017,681
1,STRUTTURA DIRETTAMENTE GESTITA,89657,MONITORAGGIO NOTTURNO INCRUENTO DELLA SATURAZIONE ARTERIOSA,2017,1060
1,STRUTTURA DIRETTAMENTE GESTITA,8966,EMOGASANALISI DI SANGUE MISTO VENOSO,2017,2351
1,STRUTTURA DIRETTAMENTE GESTITA,897,"VISITA GENERALE VISITA SPECIALISTICA, PRIMA VISITA ESCLUSO: VISITA NEUROLOGICA (89.13), VISITA GINEC",2017,166337
1,STRUTTURA DIRETTAMENTE GESTITA,8971,VISITA ODONTOIATRICA,2017,11812
1,STRUTTURA DIRETTAMENTE GESTITA,897A1,VISITA ANESTESIOLOGICA PER TERAPIA DEL DOLORE. PRIMA VISITA,2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,897A3,PRIMA VISITA CARDIOLOGICA. INCLUDE ECG (89.52),2017,6321
1,STRUTTURA DIRETTAMENTE GESTITA,897B6,PRIMA VISITA ONCOLOGICA,2017,420
1,STRUTTURA DIRETTAMENTE GESTITA,90012,17 ALFA IDROSSIPROGESTERONE (17 OH-P),2017,390
1,STRUTTURA DIRETTAMENTE GESTITA,90015,ACIDI BILIARI,2017,1608
1,STRUTTURA DIRETTAMENTE GESTITA,90021,ACIDO 5 IDROSSI 3 INDOLACETICO  [DU],2017,58
1,STRUTTURA DIRETTAMENTE GESTITA,90022,ACIDO CITRICO,2017,109
1,STRUTTURA DIRETTAMENTE GESTITA,90023,ACIDO DELTA AMINOLEVULINICO (ALA),2017,3
1,STRUTTURA DIRETTAMENTE GESTITA,90024,ACIDO IPPURICO,2017,35
1,STRUTTURA DIRETTAMENTE GESTITA,90025,ACIDO LATTICO,2017,428
1,STRUTTURA DIRETTAMENTE GESTITA,90034,ACIDO VALPROICO,2017,2092
1,STRUTTURA DIRETTAMENTE GESTITA,90035,ACIDO VANILMANDELICO (VMA) [DU],2017,56
1,STRUTTURA DIRETTAMENTE GESTITA,90041,ADIURETINA (ADH),2017,90
1,STRUTTURA DIRETTAMENTE GESTITA,90045,ALANINA AMINOTRANSFERASI (ALT) (GPT) [S/U],2017,212108
1,STRUTTURA DIRETTAMENTE GESTITA,90051,ALBUMINA [S/U/DU],2017,30828
1,STRUTTURA DIRETTAMENTE GESTITA,90053,ALDOSTERONE [S/U],2017,445
1,STRUTTURA DIRETTAMENTE GESTITA,90054,ALFA 1 ANTITRIPSINA [S],2017,256
1,STRUTTURA DIRETTAMENTE GESTITA,90055,ALFA 1 FETOPROTEINA [S/LA/ALB],2017,4824
1,STRUTTURA DIRETTAMENTE GESTITA,90061,ALFA 1 GLICOPROTEINA ACIDA [S],2017,191
1,STRUTTURA DIRETTAMENTE GESTITA,90065,ALFA AMILASI ISOENZIMI (FRAZIONE PANCREATICA),2017,9891
1,STRUTTURA DIRETTAMENTE GESTITA,90071,ALLUMINIO [S/U],2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,90072,AMINOACIDI DOSAGGIO SINGOLO [S/U/SG/P],2017,8712
1,STRUTTURA DIRETTAMENTE GESTITA,90073,AMINOACIDI TOTALI [S/U/SG/P],2017,20
1,STRUTTURA DIRETTAMENTE GESTITA,90075,AMMONIO [P],2017,2874
1,STRUTTURA DIRETTAMENTE GESTITA,90081,ANDROSTENEDIOLO GLUCURONIDE [S],2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,90083,"ANTIBIOTICI AMINOGLICOSIDI, VANCOMICINA",2017,23
1,STRUTTURA DIRETTAMENTE GESTITA,90084,APOLIPOPROTEINA ALTRA,2017,193
1,STRUTTURA DIRETTAMENTE GESTITA,90085,APOLIPOPROTEINA B,2017,226
1,STRUTTURA DIRETTAMENTE GESTITA,90091,APTOGLOBINA,2017,431
1,STRUTTURA DIRETTAMENTE GESTITA,90092,ASPARTATO AMINOTRANSFERASI  (AST) (GOT) [S],2017,170586
1,STRUTTURA DIRETTAMENTE GESTITA,90093,BARBITURICI,2017,1373
1,STRUTTURA DIRETTAMENTE GESTITA,90094,BENZODIAZEPINE,2017,77
1,STRUTTURA DIRETTAMENTE GESTITA,90101,BETA2 MICROGLOBULINA [S/U],2017,3080
1,STRUTTURA DIRETTAMENTE GESTITA,90104,BILIRUBINA TOTALE,2017,121070
1,STRUTTURA DIRETTAMENTE GESTITA,90111,C PEPTIDE,2017,514
1,STRUTTURA DIRETTAMENTE GESTITA,90113,CADMIO,2017,1
1,STRUTTURA DIRETTAMENTE GESTITA,90114,CALCIO TOTALE [S/U/DU],2017,67159
1,STRUTTURA DIRETTAMENTE GESTITA,90115,CALCITONINA,2017,1643
1,STRUTTURA DIRETTAMENTE GESTITA,90122,CALCOLI ESAME CHIMICO DI BASE (RICERCA QUALITATIVA),2017,108
1,STRUTTURA DIRETTAMENTE GESTITA,90123,CARBAMAZEPINA,2017,2525
1,STRUTTURA DIRETTAMENTE GESTITA,90124,CATECOLAMINE TOTALI URINARIE,2017,421
1,STRUTTURA DIRETTAMENTE GESTITA,90125,CERULOPLASMINA,2017,158
1,STRUTTURA DIRETTAMENTE GESTITA,90131,CHIMOTRIPSINA [FECI],2017,35
1,STRUTTURA DIRETTAMENTE GESTITA,90132,CICLOSPORINA,2017,2703
1,STRUTTURA DIRETTAMENTE GESTITA,90133,CLORURO [S/U/DU],2017,27386
1,STRUTTURA DIRETTAMENTE GESTITA,90134,"CLORURO, SODIO E POTASSIO [SD] (STIMOLAZIONE CON PILOCARPINA)",2017,30
1,STRUTTURA DIRETTAMENTE GESTITA,90135,COBALAMINA (VIT. B12) [S],2017,22222
1,STRUTTURA DIRETTAMENTE GESTITA,90141,COLESTEROLO HDL,2017,148971
1,STRUTTURA DIRETTAMENTE GESTITA,90142,COLESTEROLO LDL,2017,47726
1,STRUTTURA DIRETTAMENTE GESTITA,90143,COLESTEROLO TOTALE,2017,167560
1,STRUTTURA DIRETTAMENTE GESTITA,90144,COLINESTERASI (PSEUDO-CHE),2017,651
1,STRUTTURA DIRETTAMENTE GESTITA,90151,CORPI CHETONICI,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,90152,CORTICOTROPINA (ACTH) [P],2017,936
1,STRUTTURA DIRETTAMENTE GESTITA,90153,CORTISOLO [S/U],2017,2624
1,STRUTTURA DIRETTAMENTE GESTITA,90154,CREATINCHINASI (CPK O CK),2017,20173
1,STRUTTURA DIRETTAMENTE GESTITA,90161,CREATINCHINASI ISOENZIMI,2017,214
1,STRUTTURA DIRETTAMENTE GESTITA,90163,CREATININA [S/U/DU/LA],2017,257698
1,STRUTTURA DIRETTAMENTE GESTITA,90164,CREATININA CLEARANCE,2017,1297
1,STRUTTURA DIRETTAMENTE GESTITA,90165,CROMO,2017,14
1,STRUTTURA DIRETTAMENTE GESTITA,90172,DEIDROEPIANDROSTERONE SOLFATO (DEA-S),2017,1036
1,STRUTTURA DIRETTAMENTE GESTITA,90173,DELTA 4 ANDROSTENEDIONE,2017,566
1,STRUTTURA DIRETTAMENTE GESTITA,90175,DIIDROTESTOSTERONE (DHT),2017,156
1,STRUTTURA DIRETTAMENTE GESTITA,90183,"DROGHE D'ABUSO AMFETAMINA, CAFFEINA, CANNABINOIDI, COCAINA, EROINA, LSD, OPPIACEI, FENILCICLIDINA, P",2017,334
1,STRUTTURA DIRETTAMENTE GESTITA,90184,ENOLASI NEURONESPECIFICA (NSE),2017,356
1,STRUTTURA DIRETTAMENTE GESTITA,90185,ERITROPOIETINA,2017,95
1,STRUTTURA DIRETTAMENTE GESTITA,90192,ESTRADIOLO (E2) [S/U],2017,5023
1,STRUTTURA DIRETTAMENTE GESTITA,90195,ESTRONE (E1),2017,56
1,STRUTTURA DIRETTAMENTE GESTITA,90201,ETANOLO,2017,21
1,STRUTTURA DIRETTAMENTE GESTITA,90202,ETOSUCCIMIDE,2017,34
1,STRUTTURA DIRETTAMENTE GESTITA,90203,"FARMACI ANTIARITMICI CHINIDINA, DISOPIRAMIDE, LIDOCAINA, PROCAINAMIDE",2017,70
1,STRUTTURA DIRETTAMENTE GESTITA,90204,"FARMACI ANTIINFIAMMATORI ACETAMINOFENE, PARACETAMOLO, SALICILATI",2017,13
1,STRUTTURA DIRETTAMENTE GESTITA,90205,"FARMACI ANTITUMORALI CICLOFOSFAMIDE, METOTRESSATO",2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,90211,FARMACI DIGITALICI,2017,1667
1,STRUTTURA DIRETTAMENTE GESTITA,90212,FATTORE NATRIURETICO ATRIALE,2017,2582
1,STRUTTURA DIRETTAMENTE GESTITA,90214,FECI SANGUE OCCULTO,2017,17060
1,STRUTTURA DIRETTAMENTE GESTITA,90221,FENITOINA,2017,226
1,STRUTTURA DIRETTAMENTE GESTITA,90223,FERRITINA [P/(SG)ER],2017,71286
1,STRUTTURA DIRETTAMENTE GESTITA,90225,FERRO [S],2017,64005
1,STRUTTURA DIRETTAMENTE GESTITA,90232,FOLATO [S/(SG)ER],2017,24018
1,STRUTTURA DIRETTAMENTE GESTITA,90233,FOLLITROPINA (FSH) [S/U],2017,5659
1,STRUTTURA DIRETTAMENTE GESTITA,90235,FOSFATASI ALCALINA,2017,45417
1,STRUTTURA DIRETTAMENTE GESTITA,90241,FOSFATASI ALCALINA ISOENZIMA OSSEO,2017,139
1,STRUTTURA DIRETTAMENTE GESTITA,90243,FOSFATO INORGANICO [S/U/DU],2017,16755
1,STRUTTURA DIRETTAMENTE GESTITA,90252,FRUTTOSIO [LS],2017,226
1,STRUTTURA DIRETTAMENTE GESTITA,90255,GAMMA GLUTAMIL TRANSPEPTIDASI (GAMMA GT) [S/U],2017,144826
1,STRUTTURA DIRETTAMENTE GESTITA,90261,GASTRINA [S],2017,150
1,STRUTTURA DIRETTAMENTE GESTITA,90263,GLUCAGONE [S],2017,19
1,STRUTTURA DIRETTAMENTE GESTITA,90264,GLUCOSIO (CURVA DA CARICO 3 DETERMINAZIONI),2017,348
1,STRUTTURA DIRETTAMENTE GESTITA,90265,GLUCOSIO (CURVA DA CARICO 6 DETERMINAZIONI),2017,2366
1,STRUTTURA DIRETTAMENTE GESTITA,90271,GLUCOSIO [S/P/U/DU/LA],2017,213435
1,STRUTTURA DIRETTAMENTE GESTITA,90272,GLUCOSIO 6 FOSFATO DEIDROGENASI (G6PDH) [(SG)ER],2017,247
1,STRUTTURA DIRETTAMENTE GESTITA,90273,GONADOTROPINA CORIONICA (PROVA IMMUNOLOGICA DI GRAVIDANZA [U],2017,656
1,STRUTTURA DIRETTAMENTE GESTITA,90274,GONADOTROPINA CORIONICA (SUBUNITÀ BETA FRAZIONE LIBERA) [S/U],2017,5986
1,STRUTTURA DIRETTAMENTE GESTITA,90275,"GONADOTROPINA CORIONICA (SUBUNITÀ BETA, MOLECOLA INTERA)",2017,5075
1,STRUTTURA DIRETTAMENTE GESTITA,90281,HB - EMOGLOBINA GLICATA,2017,63694
1,STRUTTURA DIRETTAMENTE GESTITA,90284,IMMUNOGLOBULINE: CATENE KAPPA E LAMBDA [S/U],2017,111
1,STRUTTURA DIRETTAMENTE GESTITA,90286,ALTRI MARCATORI URINARI DI TURN OVER OSSEO INCLUSO TELOPEPTIDE CARBOSSI-TERMINALE DEL COLLAGENE DI T,2017,1489
1,STRUTTURA DIRETTAMENTE GESTITA,90291,INSULINA [S],2017,1663
1,STRUTTURA DIRETTAMENTE GESTITA,90292,LATTATO DEIDROGENASI (LDH) [S/F],2017,24543
1,STRUTTURA DIRETTAMENTE GESTITA,90302,LIPASI [S],2017,2442
1,STRUTTURA DIRETTAMENTE GESTITA,90303,LIPOPROTEINA (A),2017,245
1,STRUTTURA DIRETTAMENTE GESTITA,90304,LIQUIDI DA VERSAMENTI ESAME CHIMICO FISICO E MICROSCOPICO,2017,262
1,STRUTTURA DIRETTAMENTE GESTITA,90305,LIQUIDO AMNIOTICO ENZIMI,2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,90315,LIQUIDO SEMINALE PROVE DI VALUTAZIONE DELLA FERTILITA',2017,843
1,STRUTTURA DIRETTAMENTE GESTITA,90322,LITIO [P],2017,1099
1,STRUTTURA DIRETTAMENTE GESTITA,90323,LUTEOTROPINA (LH) [S/U],2017,5299
1,STRUTTURA DIRETTAMENTE GESTITA,90325,MAGNESIO TOTALE [S/U/DU/(SG)ER],2017,15810
1,STRUTTURA DIRETTAMENTE GESTITA,90333,MERCURIO,2017,5
1,STRUTTURA DIRETTAMENTE GESTITA,90334,MICROALBUMINURIA,2017,14997
1,STRUTTURA DIRETTAMENTE GESTITA,90335,MIOGLOBINA [S/U],2017,612
1,STRUTTURA DIRETTAMENTE GESTITA,90342,NICHEL,2017,11
1,STRUTTURA DIRETTAMENTE GESTITA,90348,DETERMINAZIONE DELL'ORMONE ANTI-MUELLERIANO (AMH),2017,684
1,STRUTTURA DIRETTAMENTE GESTITA,90351,ORMONE SOMATOTROPO (GH) [P/U],2017,300
1,STRUTTURA DIRETTAMENTE GESTITA,90353,OSSALATI [U],2017,112
1,STRUTTURA DIRETTAMENTE GESTITA,90354,OSTEOCALCINA (BGP),2017,18
1,STRUTTURA DIRETTAMENTE GESTITA,90355,PARATORMONE (PTH) [S],2017,5773
1,STRUTTURA DIRETTAMENTE GESTITA,90363,PIOMBO [S/U],2017,30
1,STRUTTURA DIRETTAMENTE GESTITA,90364,PIRUVATOCHINASI (PK) [(SG)ER],2017,17
1,STRUTTURA DIRETTAMENTE GESTITA,90365,POLIPEPTIDE INTESTINALE VASOATTIVO (VIP),2017,10
1,STRUTTURA DIRETTAMENTE GESTITA,90372,PORFOBILINOGENO [U],2017,2
1,STRUTTURA DIRETTAMENTE GESTITA,90374,POTASSIO [S/U/DU/(SG)ER],2017,133359
1,STRUTTURA DIRETTAMENTE GESTITA,90375,PRIMIDONE,2017,12
1,STRUTTURA DIRETTAMENTE GESTITA,90381,PROGESTERONE [S],2017,2563
1,STRUTTURA DIRETTAMENTE GESTITA,90382,PROLATTINA (PRL) [S],2017,6201
1,STRUTTURA DIRETTAMENTE GESTITA,90384,PROTEINE (ELETTROFORESI DELLE) [S] INCLUSO: DOSAGGIO PROTEINE TOTALI,2017,39857
1,STRUTTURA DIRETTAMENTE GESTITA,90385,PROTEINE [S/U/DU/LA],2017,76898
1,STRUTTURA DIRETTAMENTE GESTITA,90391,PROTEINE URINARIE (ELETTROFORESI DELLE) INCLUSO: DOSAGGIO PROTEINE TOTALI,2017,2539
1,STRUTTURA DIRETTAMENTE GESTITA,90394,RAME [S/U],2017,443
1,STRUTTURA DIRETTAMENTE GESTITA,90402,RENINA [P],2017,515
1,STRUTTURA DIRETTAMENTE GESTITA,90403,SELENIO,2017,117
1,STRUTTURA DIRETTAMENTE GESTITA,90404,SODIO [S/U/DU/(SG)ER],2017,125412
1,STRUTTURA DIRETTAMENTE GESTITA,90406,RBP - RETINOL BINDING PROTEIN,2017,4
1,STRUTTURA DIRETTAMENTE GESTITA,90407,SOMATOMEDINA,2017,476
1,STRUTTURA DIRETTAMENTE GESTITA,90412,TEOFILLINA,2017,62
1,STRUTTURA DIRETTAMENTE GESTITA,90413,TESTOSTERONE [P/U],2017,2619
1,STRUTTURA DIRETTAMENTE GESTITA,90414,TESTOSTERONE LIBERO,2017,876
1,STRUTTURA DIRETTAMENTE GESTITA,90415,TIREOGLOBULINA (TG),2017,1677
1,STRUTTURA DIRETTAMENTE GESTITA,90416,"TIREOTROPINA - REFLEX (TSH - REFLEX) NON ASSOCIABILE A TIROXINA LIBERA (FT4 - COD. 90.42.3), TIREOTR",2017,36753
1,STRUTTURA DIRETTAMENTE GESTITA,90421,TIREOTROPINA (TSH),2017,86537
1,STRUTTURA DIRETTAMENTE GESTITA,90423,TIROXINA LIBERA (FT4),2017,57068
1,STRUTTURA DIRETTAMENTE GESTITA,90424,TRANSFERRINA (CAPACITÀ FERROLEGANTE),2017,1187
1,STRUTTURA DIRETTAMENTE GESTITA,90425,TRANSFERRINA [S],2017,6984
1,STRUTTURA DIRETTAMENTE GESTITA,90426,TRANSFERRINA DECARBOIDRATA,2017,1355
1,STRUTTURA DIRETTAMENTE GESTITA,90432,TRIGLICERIDI,2017,159418
1,STRUTTURA DIRETTAMENTE GESTITA,90433,TRIODOTIRONINA LIBERA (FT3),2017,25389
1,STRUTTURA DIRETTAMENTE GESTITA,90434,TRIPSINA [S/U],2017,214
1,STRUTTURA DIRETTAMENTE GESTITA,90435,URATO [S/U/DU],2017,84573
1,STRUTTURA DIRETTAMENTE GESTITA,90441,UREA [S/P/U/DU],2017,102152
1,STRUTTURA DIRETTAMENTE GESTITA,90443,URINE ESAME CHIMICO FISICO E MICROSCOPICO,2017,165859
1,STRUTTURA DIRETTAMENTE GESTITA,90444,URINE ESAME PARZIALE (ACETONE E GLUCOSIO QUANTITATIVO),2017,5160
1,STRUTTURA DIRETTAMENTE GESTITA,90445,VITAMINA D,2017,38756
